transaction_id,imsi,subscriber_id,tac,snr,imei,cell,lac,event_type,event_ts
2535,970349356,-99999,29151259,041993,29151259041993,2386,17,4,2020-12-24 08:45:00
2536,272298151,-99999,78075077,011970,78075077011970,3855,90,9,2020-12-12 01:36:00
2537,145670897,-99999,64382354,434138,64382354434138,9011,45,7,2020-12-14 19:41:00
2538,889383849,-99999,41601303,482449,41601303482449,1901,23,1,2020-12-22 17:17:00
2539,405612709,-99999,32528218,109479,32528218109479,6530,36,4,2020-12-29 12:40:00
2540,121077250,-99999,87624290,411718,87624290411718,3162,56,7,2020-12-09 09:39:00
2541,293077369,-99999,29440407,360597,29440407360597,9625,27,3,2020-12-12 05:45:00
2542,844586690,-99999,87266405,384735,87266405384735,5818,43,7,2020-12-29 19:32:00
2543,768693810,-99999,39451407,018602,39451407018602,7459,80,3,2020-12-06 14:20:00
2544,479440419,-99999,16095425,168373,16095425168373,1944,42,8,2020-12-30 17:14:00
2545,645136151,-99999,55290025,251258,55290025251258,5834,74,3,2020-12-20 05:54:00
2546,320598262,-99999,74655867,586986,74655867586986,1755,64,5,2020-12-28 18:24:00
2547,795744898,-99999,88930232,651206,88930232651206,3827,25,3,2020-12-26 04:33:00
2548,634862146,-99999,88549705,426191,88549705426191,9720,18,8,2020-12-04 10:58:00
2549,344057496,-99999,78229251,004030,78229251004030,2080,45,8,2020-12-19 11:24:00
2550,647400024,-99999,26810954,476988,26810954476988,3922,49,5,2020-12-22 06:57:00
2551,265868641,-99999,60610607,153407,60610607153407,6407,61,6,2020-12-07 15:12:00
2552,541204316,-99999,39569083,035868,39569083035868,4239,43,7,2020-12-04 20:39:00
2553,420940590,-99999,69167656,387440,69167656387440,7431,59,1,2020-12-09 21:56:00
2554,470347307,-99999,21046884,674841,21046884674841,5414,40,6,2020-12-25 20:10:00
2555,522649896,-99999,19864355,781651,19864355781651,5788,54,3,2020-12-23 13:47:00
2556,876498367,-99999,96998708,067749,96998708067749,6896,34,8,2020-12-20 06:02:00
2557,331518990,-99999,54885741,118857,54885741118857,8702,74,8,2020-12-24 02:41:00
2558,581230228,-99999,78755380,457647,78755380457647,1442,40,6,2020-12-18 00:15:00
2559,966847027,-99999,60244081,125035,60244081125035,9010,65,7,2020-12-30 00:07:00
2560,446180396,-99999,43618909,426896,43618909426896,2724,68,3,2020-12-29 14:06:00
2561,812370677,-99999,55020834,846646,55020834846646,4208,49,6,2020-12-14 23:16:00
2562,733387366,-99999,70899375,842521,70899375842521,8085,94,7,2020-12-14 08:00:00
2563,113539446,-99999,53091625,251330,53091625251330,4056,92,7,2020-12-19 17:40:00
2564,448563605,-99999,12142451,581232,12142451581232,7776,16,9,2020-12-01 22:23:00
2565,614241790,-99999,26511652,599265,26511652599265,3760,92,8,2020-12-21 20:42:00
2566,955001170,-99999,88638402,131895,88638402131895,2229,29,4,2020-12-06 13:02:00
2567,509034618,-99999,58703534,478084,58703534478084,1470,47,9,2020-12-08 12:24:00
2568,776488314,-99999,56557932,333119,56557932333119,4595,60,2,2020-12-04 16:57:00
2569,663008275,-99999,99109207,809497,99109207809497,8133,74,8,2020-12-24 03:55:00
2570,653340157,-99999,59567312,889974,59567312889974,6073,11,3,2020-12-23 13:19:00
2571,513264358,-99999,43776891,807592,43776891807592,9980,32,8,2020-12-24 18:21:00
2572,831651861,-99999,93329052,481690,93329052481690,9906,50,5,2020-12-27 00:51:00
2573,296982850,-99999,88686604,496792,88686604496792,6847,94,8,2020-12-01 10:49:00
2574,712173098,-99999,56627338,829611,56627338829611,2473,38,7,2020-12-11 17:29:00
2575,200728848,-99999,32435732,844591,32435732844591,3290,59,1,2020-12-07 14:03:00
2576,910405329,-99999,33999627,770514,33999627770514,9475,79,9,2020-12-12 00:20:00
2577,825809646,-99999,46960900,309167,46960900309167,9176,12,9,2020-12-21 23:55:00
2578,808209600,-99999,67731635,314196,67731635314196,2901,48,3,2020-12-05 02:45:00
2579,218876596,-99999,22872693,017491,22872693017491,5947,85,1,2020-12-13 10:20:00
2580,459982293,-99999,33917042,407264,33917042407264,1169,11,7,2020-12-23 12:20:00
2581,247186139,-99999,34985644,572578,34985644572578,3009,76,8,2020-12-29 11:26:00
2582,800343508,-99999,92346703,066662,92346703066662,6546,90,1,2020-12-11 06:45:00
2583,788383901,-99999,21139384,770774,21139384770774,4280,40,4,2020-12-11 02:52:00
2584,291037537,-99999,34373869,624436,34373869624436,7885,29,5,2020-12-20 03:36:00
2585,593262910,-99999,20145425,421878,20145425421878,1755,70,2,2020-12-01 16:40:00
2586,846301650,-99999,21443644,070965,21443644070965,2220,59,6,2020-12-30 11:37:00
2587,913858100,-99999,80279467,962034,80279467962034,2199,43,2,2020-12-12 14:10:00
2588,507850891,-99999,21557866,638935,21557866638935,4829,55,2,2020-12-30 14:12:00
2589,154686479,-99999,70529765,103376,70529765103376,6975,94,5,2020-12-26 01:08:00
2590,941806505,-99999,61100960,419915,61100960419915,8991,78,2,2020-12-05 21:04:00
2591,811103884,-99999,88796834,366105,88796834366105,4474,19,1,2020-12-12 10:01:00
2592,600099851,-99999,44541344,099371,44541344099371,7853,52,7,2020-12-06 02:55:00
2593,395880319,-99999,56247292,529986,56247292529986,5123,53,7,2020-12-02 22:41:00
2594,899921632,-99999,85479525,905198,85479525905198,9635,28,3,2020-12-02 01:32:00
2595,256915195,-99999,13701904,362798,13701904362798,3410,44,2,2020-12-25 07:25:00
2596,965250934,-99999,95370261,567133,95370261567133,1563,39,5,2020-12-13 18:18:00
2597,297026040,-99999,85762750,195613,85762750195613,6609,96,3,2020-12-06 16:05:00
2598,653223165,-99999,32802704,984846,32802704984846,8449,91,2,2020-12-21 03:30:00
2599,772954671,-99999,13435307,364874,13435307364874,1727,82,3,2020-12-06 22:12:00
2600,802258204,-99999,88114623,000062,88114623000062,2357,74,3,2020-12-23 11:35:00
2601,921343697,-99999,30700308,799329,30700308799329,3296,32,4,2020-12-18 23:45:00
2602,590876997,-99999,62018720,651445,62018720651445,3338,92,7,2020-12-16 22:21:00
2603,942545438,-99999,38452635,585252,38452635585252,4761,80,5,2020-12-28 19:09:00
2604,783762150,-99999,76637168,798301,76637168798301,9029,24,6,2020-12-19 00:36:00
2605,154503052,-99999,80092793,767280,80092793767280,4248,53,5,2020-12-11 23:45:00
2607,930766707,-99999,71456128,413420,71456128413420,6490,73,2,2020-12-24 08:27:00
2608,296379113,-99999,62888180,080712,62888180080712,1801,73,9,2020-12-03 00:02:00
2609,947772983,-99999,37607407,603070,37607407603070,1210,11,7,2020-12-13 07:04:00
2610,953465425,-99999,38266363,791891,38266363791891,1155,83,2,2020-12-20 15:19:00
2611,511295595,-99999,90001905,300899,90001905300899,4374,97,1,2020-12-14 20:43:00
2612,550459096,-99999,60855860,367221,60855860367221,1307,79,5,2020-12-24 00:53:00
2613,218886895,-99999,67042444,195246,67042444195246,2439,72,2,2020-12-13 19:53:00
2614,561962315,-99999,60050047,319306,60050047319306,9649,57,2,2020-12-16 07:15:00
2615,221344287,-99999,-99999,-99999,,2580,92,7,2020-12-27 00:05:00
2616,645549146,-99999,13012850,720178,13012850720178,4516,92,4,2020-12-27 14:29:00
2617,548621173,-99999,20498248,803948,20498248803948,5290,80,4,2020-12-28 10:54:00
2618,874816189,-99999,83767937,873355,83767937873355,4383,52,7,2020-12-05 02:47:00
2619,814920668,-99999,64567133,861935,64567133861935,8395,20,3,2020-12-19 15:37:00
2620,274510205,-99999,44790973,032199,44790973032199,7615,84,5,2020-12-09 17:49:00
2622,476283154,-99999,23551263,991413,23551263991413,6238,57,2,2020-12-26 07:48:00
2623,165183986,-99999,43762987,664550,43762987664550,3583,48,1,2020-12-14 01:32:00
2624,741854613,-99999,61900819,177630,61900819177630,5830,19,9,2020-12-11 20:19:00
2625,831360141,-99999,83861770,471938,83861770471938,5626,48,1,2020-12-02 18:34:00
2626,997870754,-99999,31382152,463673,31382152463673,1391,71,1,2020-12-06 09:35:00
2628,185728261,-99999,33210124,558004,33210124558004,3670,18,6,2020-12-28 08:15:00
2629,829742061,-99999,60613840,679670,60613840679670,2567,14,9,2020-12-29 11:04:00
2630,269342833,-99999,88482704,324011,88482704324011,3330,25,3,2020-12-30 08:55:00
2631,955042385,-99999,74415517,546180,74415517546180,4911,71,9,2020-12-29 00:34:00
2632,589925489,-99999,27701480,080749,27701480080749,8306,21,6,2020-12-19 02:56:00
2633,307186072,-99999,54906469,144791,54906469144791,7842,65,4,2020-12-29 14:17:00
